EMDN V2					
CATEGORY 	CATEGORY DESCRIPTION	CODE	TERM	LEVEL 	TERMINAL LEVEL YES/NO 
J	ACTIVE-IMPLANTABLE DEVICES	J01900102	PERMANENT DEFIBRILLATOR LEADS (STEROID RELEASE INCLUDED)	5	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0190010201	PERMANENT PACING AND DEFIBRILLATION RIGHT VENTRICULAR LEADS (WITH ACTIVE AND PASSIVE FIXATION)	6	NO
J	ACTIVE-IMPLANTABLE DEVICES	J019001020101	PERMANENT CARDIAC DEFIBRILLATOR LEADS, SINGLE COIL	7	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019001020102	PERMANENT CARDIAC DEFIBRILLATOR LEADS, DOUBLE COIL	7	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019001020199	PERMANENT PACING AND DEFIBRILLATION RIGHT VENTRICULAR LEADS - OTHER	7	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0190010202	PERMANENT SUBCUTANEOUS DEFIBRILLATOR LEADS	6	YES
J	ACTIVE-IMPLANTABLE DEVICES	J01900180	PERMANENT CARDIAC LEADS - ACCESSORIES	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J01900199	PERMANENT CARDIAC LEADS - OTHER	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019002	IMPLANTABLE CARDIAC DEVICES PROGRAMMERS AND ACCESSORIES	4	NO
J	ACTIVE-IMPLANTABLE DEVICES	J01900203	IMPLANTABLE CARDIAC DEVICES PROGRAMMERS	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J01900280	IMPLANTABLE CARDIAC DEVICES PROGRAMMERS - HARDWARE ACCESSORY	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J01900282	IMPLANTABLE CARDIAC DEVICES PROGRAMMERS - SOFTWARE ACCESSORY	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J01900285	IMPLANTABLE CARDIAC DEVICES PROGRAMMERS - CONSUMABLES	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J01900292	IMPLANTABLE CARDIAC DEVICES PROGRAMMERS - MEDICAL DEVICE SOFTWARE 	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019003	ACTIVE-IMPLANTABLE CARDIAC SYSTEMS MAGNETISED DEVICES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019004	ACTIVE-IMPLANTABLE CARDIAC SYSTEMS ADAPTORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019005	CARDIAC LEADS EXTRACTION SYSTEMS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J019099	IMPLANTABLE CARDIAC DEVICES - OTHER	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J02	IMPLANTABLE NEUROSTIMULATORS	2	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0201	CEREBRAL IMPLANTABLE NEUROSTIMULATORS	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J020101	DEEP BRAIN STIMULATION (DBS) IMPLANTABLE NEUROSTIMULATORS	4	NO
J	ACTIVE-IMPLANTABLE DEVICES	J02010101	DEEP BRAIN STIMULATION (DBS) IMPLANTABLE NEUROSTIMULATORS, RECHARGEABLE	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J02010102	DEEP BRAIN STIMULATION (DBS) IMPLANTABLE NEUROSTIMULATORS, NOT RECHARGEABLE	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020102	DEEP BRAIN STIMULATION (DBS) LEADS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020180	CEREBRAL IMPLANTABLE NEUROSTIMULATORS - ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020199	CEREBRAL IMPLANTABLE NEUROSTIMULATORS - OTHER	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0202	SPINAL IMPLANTABLE NEUROSTIMULATORS	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J020201	RADIOFREQUENCY IMPLANTABLE SPINAL NEUROSTIMULATORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020202	FULLY IMPLANTABLE SPINAL NEUROSTIMULATORS	4	NO
J	ACTIVE-IMPLANTABLE DEVICES	J02020201	FULLY IMPLANTABLE SPINAL NEUROSTIMULATORS, RECHARGEABLE 	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J02020202	FULLY IMPLANTABLE SPINAL NEUROSTIMULATORSS, NOT RECHARGEABLE	5	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020203	SPINAL NEUROSTIMULATION LEADS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020280	SPINAL IMPLANTABLE NEUROSTIMULATORS - ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020299	SPINAL IMPLANTABLE NEUROSTIMULATORS - OTHER	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0203	VAGAL IMPLANTABLE NEUROSTIMULATORS	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J020301	DRUG-RESISTANT EPILEPSY NON-SURGICAL THERAPY IMPLANTABLE NEUROSTIMULATORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020302	VAGAL NEUROSTIMULATION LEADS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020380	VAGAL IMPLANTABLE NEUROSTIMULATORS - ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020399	VAGAL IMPLANTABLE NEUROSTIMULATORS - OTHER	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0204	SACRAL SPINE IMPLANTABLE NEUROSTIMULATORS 	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J020401	BLADDER INCONTINENCE NEUROSTIMULATORS 	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020402	INTESTINAL INCONTINENCE NEUROSTIMULATORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020403	SACRAL SPINE NEUROSTIMULATION LEADS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020480	SACRAL SPINE IMPLANTABLE NEUROSTIMULATORS - ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020499	SACRAL SPINE IMPLANTABLE NEUROSTIMULATORS - OTHER	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0206	FRENIC NERVE IMPLANTABLE NEUROSTIMULATORS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0207	NEUROSTIMULATORS PROGRAMMERS AND ACCESSORIES	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J020701	NEUROSTIMULATORS PROGRAMMERS  	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020780	NEUROSTIMULATORS PROGRAMMERS - HARDWARE ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020782	NEUROSTIMULATORS PROGRAMMERS - SOFTWARE ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020785	NEUROSTIMULATORS PROGRAMMERS - CONSUMABLES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020792	NEUROSTIMULATORS PROGRAMMERS - MEDICAL DEVICE SOFTWARE	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0208	GASTRIC IMPLANTABLE NEUROSTIMULATORS	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J020801	INFERIOR ESOPHAGEAL SPHINCTER IMPLANTABLE NEUROSTIMULATORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020802	GASTRIC IMPLANTABLE OBESITY TREATMENT NEUROSTIMULATORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020803	GASTRIC IMPLANTABLE NAUSEA THERAPY NEUROSTIMULATORS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J020804	GASTRIC NEUROSTIMULATION LEADS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0209	CAROTID SINUS IMPLANTABLE NEUROSTIMULATORS AND LEADS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0210	PERIPHERAL NERVE IMPLANTABLE NEUROSTIMULATORS AND PAIN THERAPY LEADS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0211	SLEEP APNEA TREATMENT IMPLANTABLE NEUROSTIMULATORS AND LEADS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0280	IMPLANTABLE NEUROSTIMULATORS - ACCESSORIES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0299	IMPLANTABLE NEUROSTIMULATORS - OTHER	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J03	AUDITORY ACTIVE-IMPLANTABLE DEVICES	2	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0301	COCHLEAR IMPLANTABLE DEVICES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0302	MIDDLE EAR ACTIVE-IMPLANTABLE DEVICES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0303	PROFOUND DEAFNESS BRAINSTEM ACTIVE-IMPLANTABLE DEVICES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0380	AUDITORY ACTIVE-IMPLANTABLE DEVICES - ACCESSORIES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0399	AUDITORY ACTIVE-IMPLANTABLE DEVICES - OTHER	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J04	IMPLANTABLE PUMPS	2	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0401	IMPLANTABLE PUMPS, ELECTRONIC	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0402	IMPLANTABLE PUMPS, MECHANICAL	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0403	IMPLANTABLE PUMPS PROGRAMMERS AND ACCESSORIES	3	NO
J	ACTIVE-IMPLANTABLE DEVICES	J040301	IMPLANTABLE PUMPS PROGRAMMERS	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J040380	IMPLANTABLE PUMPS PROGRAMMERS - HARDWARE ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J040382	IMPLANTABLE PUMPS PROGRAMMERS - SOFTWARE ACCESSORIES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J040385	IMPLANTABLE PUMPS PROGRAMMERS - CONSUMABLES	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J040392	IMPLANTABLE PUMPS PROGRAMMERS - MEDICAL DEVICE SOFTWARE	4	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0480	IMPLANTABLE PUMPS - ACCESSORIES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0499	IMPLANTABLE PUMPS - OTHER	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J05	BRACHYTHERAPY IMPLANTABLE DEVICES	2	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0501	BRACHYTHERAPY SOURCES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0502	BRACHYTHERAPY ADMINISTRATION KITS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0580	IMPLANTABLE BRACHYTHERAPY DEVICES - ACCESSORIES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J06	ACTIVE IMPLANTABLE GLUCOSE MONITORING SYSTEMS	2	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0601	IMPLANTABLE GLUCOSE MONITORING SENSORS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0602	ACTIVE IMPLANTABLE GLUCOSE MONITORING SYSTEM TRANSMITTERS	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0680	ACTIVE IMPLANTABLE GLUCOSE MONITORING SYSTEMS - ACCESSORIES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J07	OPHTHALMOLOGICAL USE ACTIVE IMPLANTABLE DEVICES	2	NO
J	ACTIVE-IMPLANTABLE DEVICES	J0701	ACTIVE RETINAL IMPLANTABLE DEVICES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0702	INTRAOCULAR PRESSURE MONITORING IMPLANTABLE DEVICES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0780	OPHTHALMOLOGICAL USE ACTIVE IMPLANTABLE DEVICES - ACCESSORIES	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J0799	OPHTHALMOLOGICAL USE ACTIVE IMPLANTABLE DEVICES - OTHER	3	YES
J	ACTIVE-IMPLANTABLE DEVICES	J99	ACTIVE-IMPLANTABLE DEVICES - OTHER	2	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	1	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01	ENDOTHERAPY DEVICES	2	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0101	TROCAR AND KITS, SINGLE-USE	3	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010101	TROCAR, SINGLE-USE	4	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010101	TROCAR STANDARD, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010102	HASSON TROCAR, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010103	OPTICAL TROCAR, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010104	THORACIC TROCAR, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010105	SPECIAL TROCAR, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010180	TROCAR, SINGLE-USE - ACCESSORIES	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01010199	TROCAR, SINGLE-USE - OTHER	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010102	MINIMALLY INVASIVE SURGERY KITS, SINGLE-USE	4	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0102	IMINIMALLY INVASIVE AND ROBOTIC SURGERY INSTRUMENTS, SINGLE-USE	3	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010201	MINIMALLY INVASIVE SURGERY SURGICAL INSTRUMENTS, SINGLE-USE	4	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020101	MINIMALLY INVASIVE SURGERY DISSECTORS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020102	MINIMALLY INVASIVE SURGERY SCISSORS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020103	MINIMALLY INVASIVE SURGERY MANIPULATORS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020104	MINIMALLY INVASIVE SURGERY FORCEPS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020105	MINIMALLY INVASIVE SURGERY NEEDLE HOLDERS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020106	MINIMALLY INVASIVE SURGERY SPREADERS AND RETRACTORS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020107	MINIMALLY INVASIVE SURGERY RECOVERY BAGS	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020109	MINIMALLY INVASIVE SURGERY SWABS	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020110	MINIMALLY INVASIVE SURGERY CANNULAS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020111	MINIMALLY INVASIVE SURGERY BLADES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020112	MINIMALLY INVASIVE SURGERY HOOKS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020113	MINIMALLY INVASIVE SURGERY SPATULAS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020114	MINIMALLY INVASIVE SURGERY GUIDES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020115	MINIMALLY INVASIVE SURGERY HANDPIECES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020116	ENDOSCOPIC TISSUE SUTURE APPROXIMATORS, SINGLE - USE 	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020117	MINIMALLY INVASIVE SURGERY DILATORS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020118	MINIMALLY INVASIVE SURGERY NEEDLES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020119	MINIMALLY INVASIVE SURGERY PALPATORS, SINGLE USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020120	MINIMALLY INVASIVE SURGERY SURGICAL INSTRUMENT KITS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020199	MINIMALLY INVASIVE SURGERY SURGICAL INSTRUMENT KITS, SINGLE-USE - OTHER	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010202	ROBOTIC SURGERY INSTRUMENTS, SINGLE-USE	4	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020201	ROBOTIC SURGERY SCALPELS AND BLADES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020202	ROBOTIC SURGERY CLIPS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020203	ROBOTIC SURGERY SCISSORS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020204	ROBOTIC SURGERY FORCEPS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020205	ROBOTIC SURGERY INSTRUMENT KITS, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K01020299	ROBOTIC SURGERY INSTRUMENT, SINGLE-USE - OTHER	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0103	SPINAL ENDOTHERAPY DEVICES	3	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010301	SPINAL PERCUTANEOUS PLASTIC DEVICES WITH BALLOON	4	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010302	MINIMALLY INVASIVE SPINAL SURGERY INSTRUMENTS, SINGLE-USE	4	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K010399	SPINAL ENDOTHERAPY DEVICES - OTHER	4	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0104	VERESS NEEDLES	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0105	MINIMALLY INVASIVE SURGERY STABILITY SCREW THREADS	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0106	MINIMALLY INVASIVE SURGERY REDUCERS	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0107	CHOLANGIOGRAPHY PROBES	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0108	HAND-ASSISTED SURGERY DEVICES	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0180	ENDOTHERAPY DEVICES - OTHER ACCESSORIES	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0199	ENDOTHERAPY DEVICES - OTHER	3	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02	ELECTROSURGERY DEVICES, SINGLE-USE	2	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201	MONO- AND BIPOLAR DEVICES, SINGLE-USE	3	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K020101	MONO- AND BIPOLAR SURGICAL INSTRUMENTS, SINGLE-USE	4	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010101	ELECTROSURGERY MULTIFUNCTIONAL CANNULAS, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010101	OPEN ELECTROSURGERY MULTIFUNCTIONAL CANNULAS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010102	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY MULTIFUNCTIONAL CANNULAS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010102	ELECTROSURGERY DISSECTORS, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010201	OPEN ELECTROSURGERY DISSECTORS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010202	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY DISSECTORS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010103	ELECTROSURGERY ELECTRODES, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010301	OPEN ELECTROSURGERY ELECTRODES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010302	LAPAR AND THORACOSCOPIC ELECTROSURGERY ELECTRODES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010104	ELECTROSURGERY SCISSORS, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010401	OPEN ELECTROSURGERY SCISSORS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010402	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY SCISSORS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010105	ELECTROSURGERY HANDPIECES, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010501	OPEN ELECTROSURGERY HANDPIECES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010502	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY HANDPIECES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010106	ELECTROSURGERY FORCEPS, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010601	OPEN ELECTROSURGERY FORCEPS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010602	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY FORCEPS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010107	SMOKE EVACUATION SYSTEMS	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010108	ELECTROSURGERY NEEDLES, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010801	OPEN ELECTROSURGERY NEEDLES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010802	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY NEEDLES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010109	ELECTROSURGERY BLADES, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010901	OPEN ELECTROSURGERY BLADES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201010902	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY BLADES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010110	ELECTROSURGERY MANIPULATORS, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201011001	OPEN ELECTROSURGERY MANIPULATORS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201011002	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY MANIPULATORS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010111	ELECTROSURGERY INSTRUMENT KITS, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201011101	OPEN ELECTROSURGERY INSTRUMENT KITS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201011102	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY INSTRUMENT KITS, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010112	ELECTROSURGERY PROBES, SINGLE-USE	5	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201011201	OPEN ELECTROSURGERY PROBES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0201011202	LAPAROSCOPIC AND THORACOSCOPIC ELECTROSURGERY PROBES, SINGLE-USE	6	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010113	MINIMALLY INVASIVE SURGERY MULTIPURPOSE HANDPIECES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010199	MONO- AND BIPOLAR INSTRUMENTS, SINGLE-USE - OTHER	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K020102	ELECTROSURGERY PADS (NEUTRAL ELECTRODES) AND CABLES, SINGLE-USE	4	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010201	ELECTROSURGERY SINGLE PATIENT PADS (NEUTRAL ELECTRODES), SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010202	ELECTROSURGERY DUAL PATIENT PADS (NEUTRAL ELECTRODES), SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010203	ELECTROSURGERY CONNECTION CABLES, SINGLE-USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K020103	SELF-POWERED BIPOLAR ELECTROCAUTERS SINGLE USE	4	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010301	LOW TEMPERATURE BIPOLAR ELECTROCAUTERS, SINGLE USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010302	MEDIUM TEMPERATURE BIPOLAR ELECTROCAUTERS, SINGLE USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K02010303	HIGH TEMPERATURE BIPOLAR ELECTROCAUTERS, SINGLE USE	5	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K020180	SINGLE- AND BIPOLAR DEVICES, SINGLE USE - ACCESSORIES	4	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K020199	MONO- AND BIPOLAR DEVICES, SINGLE USE - OTHER	4	YES
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K0202	DEVICES FOR SURGERY WITH ULTRASONIC GENERATOR, SINGLE-USE	3	NO
K	ENDOTHERAPY AND ELECTROSURGICAL DEVICES	K020201	ULTRASONIC SURGERY INSTRUMENTS, SINGLE-USE	4	NO
